user commits,1843505
user rollbacks,86108
session logical reads,469133648
CPU used by this session,342249
DB time,7871845
db block changes,211951065
physical writes,19020256
redo entries,106641751
redo size,115786767612
execute count,17139910
wait_buffer_busy_waits,3139389632
wait_log_file_parallel_write,3372479502
wait_log_file_sync,20924180985
wait_db_file_sequential_read,49571536
