user commits,1983421
user rollbacks,85393
session logical reads,497315128
CPU used by this session,390752
DB time,6143425
db block changes,89029875
physical writes,2262073
redo entries,49108467
redo size,17989951184
execute count,24292843
wait_buffer_busy_waits,27661188
wait_log_file_parallel_write,1559137092
wait_log_file_sync,2776888410
wait_db_file_sequential_read,58339842
