run_id,mode,profile,rep,fault,ground_truth_transitions,delivered_distinct,delivered_total,missing,phantom,malformed,loss_rate_ppm,loss_rate_upper_bound_95_ppm,duplicate_rate,ordering_violation_rate,latency_ms_p50,latency_ms_p95,latency_ms_p99,latency_ms_max,http_reqs,http_req_failed_rate,http_p95_ms,http_p99_ms,lifecycles,achieved_tps,redo_size_delta,redo_entries_delta,user_commits_delta,db_block_changes_delta,cpu_used_delta,log_file_sync_delta_us,redo_bytes_per_transition
WRAPPER_B2-P1-r3-F1R-20260909191533,WRAPPER_B2,P1,3,F1R,8886,8885,8885,1,0,0,112.54,,0.0,0.0,2,4,12,1607,14896,0.4034640171858217,9.992134,782.7880029999995,2962,16.455429954641218,34317036,104526,8891,198666,1233,8033304,3861.9
WRAPPER_B3-P1-r3-F1R-20260909192009,WRAPPER_B3,P1,3,F1R,8907,8907,8907,0,0,0,0.0,336.81,0.0,0.0,156,1037,2328,143902,14938,0.4038023831838265,10.87659605,285.6324376199993,2968,16.48866132704184,75460368,218956,9151,360258,2224,8493239,8472.0
AQ-P1-r3-F1R-20260909192502,AQ,P1,3,F1R,8965,8965,8965,0,0,0,0.0,334.63,0.0,0.0,9,544,2124,135915,14977,0.4014155037724511,9.247385399999999,64.99816819999998,2988,16.59990671553311,100330776,250235,12335,464970,2440,11049933,11191.4
CDC-P1-r3-F1R-20260909192940,CDC,P1,3,F1R,8967,8967,8967,0,0,0,0.0,334.56,0.0,0.0,3587,5334,5860,6066,14979,0.4014286668001869,7.0912659,18.510086759999847,2988,16.599811329403284,35351600,105425,9123,200241,1608,7749579,3942.4
HYBRID-P1-r3-F1R-20260909193439,HYBRID,P1,3,F1R,8969,8969,8969,0,0,0,0.0,334.49,0.0,0.0,2982,5326,5854,6238,14981,0.40130832387691073,10.082767,234.93597860000034,2989,16.605336516406606,64645444,182926,9125,288271,1802,7533057,7207.7
WRAPPER_B3-P1-r3-F11B-20260909193928,WRAPPER_B3,P1,3,F11B,86991,86991,86991,0,0,0,0.0,34.49,0.0,0.0,19270,23594,24405,24775,27003,0,207.65791349999975,605.3634177999995,9001,49.94740374742585,681189196,2134748,27536,3468094,10732,181248002,7830.6
HYBRID-P1-r3-F11B-20260909194416,HYBRID,P1,3,F11B,86979,86979,86979,0,0,0,0.0,34.49,0.0,0.0,11918,18529,20259,20903,26985,0,33.13500839999997,324.35971499999994,8995,49.96639298375705,569224184,1630576,27129,2591672,8111,80830005,6544.4
CDC-P1-r3-F4R-20260909194912,CDC,P1,3,F4R,45003,45003,45003,0,0,0,0.0,66.66,0.0,0.0,3851,59213,70619,73526,45003,0,6.915334800000001,16.727079440000033,15001,50.00174354073124,180329632,531395,45199,1011763,4649,47121453,4007.1
HYBRID-P1-r3-F4R-20260909195556,HYBRID,P1,3,F4R,45003,45003,45003,0,0,0,0.0,66.66,0.0,0.0,3836,59231,70709,73424,45003,0,10.267055899999999,28.01793424000048,15001,50.001021912259574,337356772,937645,45247,1486213,6999,40349907,7496.3
CDC-P1-r3-F5R-20260909200234,CDC,P1,3,F5R,77997,77997,77997,0,0,0,0.0,38.46,0.0,0.0,3852,9423,10820,11125,63003,0,5.878934599999998,15.486088879999883,21001,50.00125643245733,347088992,1015864,63319,1851706,6891,57662849,4450.0
HYBRID-P1-r3-F5R-20260909201113,HYBRID,P1,3,F5R,78003,78003,78003,0,0,0,0.0,38.46,0.0,0.0,3811,15067,16782,17051,63003,0,8.838556299999992,40.850521579997405,21001,50.0005081368006,549350876,1556369,63298,2462967,8572,69798757,7042.7
CDC-C2N0OFF-r1-20260909202028,CDC,C2N0OFF,1,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,6.021391349999998,9.961508049999917,9000,49.99964855663693,108244340,317096,27009,602966,2000,20307964,4009.0
CDC-C2N0ON-r1-20260909202544,CDC,C2N0ON,1,none,27000,27000,27000,0,0,0,0.0,111.11,0.0,0.0,3331,5416,5949,6421,27000,0,5.624784549999999,11.173850019999929,9000,49.99964836830625,106185820,316495,27152,601779,2447,20867191,3932.8
CDC-C2N1OFF-r1-20260909203105,CDC,C2N1OFF,1,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,5.775214299999999,18.452522999999992,9000,49.99969612184685,496708576,657091,27684,1305390,2071,20886922,18396.6
CDC-C2N1ON-r1-20260909203608,CDC,C2N1ON,1,none,27003,27003,27003,0,0,0,0.0,111.1,0.0,0.0,3519,5566,6092,6674,27003,0,6.603800899999994,38.475310059999906,9001,50.00227149109009,498546544,657208,27839,1305857,3309,27229062,18462.6
CDC-C2N2OFF-r1-20260909204121,CDC,C2N2OFF,1,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,16.4889321,105.02997404999981,9000,49.99963708235642,889649632,997887,28362,2010868,2291,63086924,32950.0
CDC-C2N2ON-r1-20260909204624,CDC,C2N2ON,1,none,27003,27003,27003,0,0,0,0.0,111.1,0.0,0.0,3671,5927,6746,7520,27003,0,16.589333799999995,120.04118449999997,9001,49.999633901969545,886733992,995615,28506,2006276,3615,64452050,32838.4
CDC-C2N3OFF-r1-20260909205137,CDC,C2N3OFF,1,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,93.50911499999998,265.4710668899995,9000,49.99920228744933,1668580372,1673277,29721,3409403,2622,174927196,61799.3
CDC-C2N3ON-r1-20260909205641,CDC,C2N3ON,1,none,27000,27000,27000,0,0,0,0.0,111.11,0.0,0.0,4366,8055,10870,11769,27000,0,111.62031199999998,279.80563317999906,9000,49.998613720658696,1683269988,1696240,29901,3454540,4992,210984760,62343.3
CDC-C2N4OFF-r1-20260909210205,CDC,C2N4OFF,1,none,26562,0,0,26562,0,0,1000000.0,,0.0,0.0,,,,,26562,0,605.4694969999935,2486.0119842999984,8854,49.18632636244284,3092079676,2906861,31759,5966579,3322,575847664,116409.9
CDC-C2N4ON-r1-20260909210712,CDC,C2N4ON,1,none,26790,10479,10479,16311,0,0,608846.58,,0.0,0.0,5525,9226,11030,11962,26790,0,328.5685300999996,1207.09854833,8930,49.607344056453385,3165583680,2968649,32158,6103361,4683,530507359,118162.9
CDC-C2N0OFF-r2-20260909211228,CDC,C2N0OFF,2,none,27003,0,0,27003,0,0,1000000.0,,0.0,0.0,,,,,27003,0,5.766651899999999,9.435683,9001,50.001931813053105,106372536,317082,27005,602757,1890,20406940,3939.3
CDC-C2N0ON-r2-20260909211733,CDC,C2N0ON,2,none,27003,27003,27003,0,0,0,0.0,111.1,0.0,0.0,3347,5455,6023,6620,27003,0,5.5881357,9.024734039999995,9001,50.00275356097701,106988960,318548,27162,604482,2563,20281048,3962.1
CDC-C2N1OFF-r2-20260909212254,CDC,C2N1OFF,2,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,6.1614835,22.544104039999834,9000,49.99988191722331,500594536,658961,27695,1317981,2221,23234437,18540.5
CDC-C2N1ON-r2-20260909212758,CDC,C2N1ON,2,none,27000,27000,27000,0,0,0,0.0,111.11,0.0,0.0,3431,5646,6222,6742,27000,0,6.923139299999999,59.77568222999914,9000,49.999721399330156,496290056,655669,27826,1303192,3195,34355010,18381.1
CDC-C2N2OFF-r2-20260909213310,CDC,C2N2OFF,2,none,27003,0,0,27003,0,0,1000000.0,,0.0,0.0,,,,,27003,0,16.2221162,105.52995575999995,9001,50.00275518208662,886565528,995699,28363,2006043,2277,62181134,32832.1
CDC-C2N2ON-r2-20260909213814,CDC,C2N2ON,2,none,27000,27000,27000,0,0,0,0.0,111.11,0.0,0.0,3542,5837,6808,7285,27000,0,17.026362949999985,111.82762842999999,9000,49.99978862394915,890779892,997449,28514,2019124,3810,62945297,32991.8
CDC-C2N3OFF-r2-20260909214328,CDC,C2N3OFF,2,none,27003,0,0,27003,0,0,1000000.0,,0.0,0.0,,,,,27003,0,83.49535589999995,220.6211325999999,9001,50.00289846431258,1659354756,1666084,29703,3394359,2560,151955304,61450.8
CDC-C2N3ON-r2-20260909214831,CDC,C2N3ON,2,none,27003,27003,27003,0,0,0,0.0,111.1,0.0,0.0,4346,8894,10840,12069,27003,0,99.73446699999998,239.1665252,9001,50.00264569853606,1669875588,1674270,29853,3412899,4701,182123902,61840.4
CDC-C2N4OFF-r2-20260909215346,CDC,C2N4OFF,2,none,26589,0,0,26589,0,0,1000000.0,,0.0,0.0,,,,,26589,0,986.4358636,2162.812245199994,8863,48.82588277529143,3114594420,2922796,31831,6009158,3428,634344352,117138.5
CDC-C2N4ON-r2-20260910091749,CDC,C2N4ON,2,none,26691,5750,5750,20941,0,0,784571.58,,0.0,0.0,4329,7207,7892,8129,26691,0,319.5795475,1550.5009833999413,8897,49.379505145239726,3195535964,2995640,32100,6149796,4092,479296617,119723.4
CDC-C2N0OFF-r3-20260910092416,CDC,C2N0OFF,3,none,27003,0,0,27003,0,0,1000000.0,,0.0,0.0,,,,,27003,0,5.189603899999999,11.065771859999996,9001,50.00338200410186,118290732,337760,27029,643045,2008,21560909,4380.7
CDC-C2N0ON-r3-20260910092918,CDC,C2N0ON,3,none,27003,27003,27003,0,0,0,0.0,111.1,0.0,0.0,3401,5482,6037,6545,27003,0,5.514980699999998,13.209291019999998,9001,50.00322411189521,106168736,316241,27158,601428,2246,19897739,3931.7
CDC-C2N1OFF-r3-20260910093427,CDC,C2N1OFF,3,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,6.539686299999998,49.25194578999963,9000,49.99968942970686,496535748,654392,27680,1301029,2027,34307746,18390.2
CDC-C2N1ON-r3-20260910093927,CDC,C2N1ON,3,none,27003,27003,27003,0,0,0,0.0,111.1,0.0,0.0,3462,5683,6348,7045,27003,0,6.465387299999989,57.440726259999586,9001,50.00317965919657,496511168,658613,27834,1309396,2855,34631341,18387.3
CDC-C2N2OFF-r3-20260910094444,CDC,C2N2OFF,3,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,16.173774049999995,99.58184484999529,9000,49.99967492683569,886199096,994037,28356,2003547,2198,60310885,32822.2
CDC-C2N2ON-r3-20260910094942,CDC,C2N2ON,3,none,27003,27003,27003,0,0,0,0.0,111.1,0.0,0.0,3684,5849,6442,7195,27003,0,18.315510899999943,118.43617132,9001,49.99495995898583,888409976,994996,28508,2005795,3505,71406307,32900.4
CDC-C2N3OFF-r3-20260910095449,CDC,C2N3OFF,3,none,27000,0,0,27000,0,0,1000000.0,,0.0,0.0,,,,,27000,0,81.1790425,227.03369702999927,9000,49.99974012579515,1666559488,1672316,29721,3407601,2306,140352867,61724.4
CDC-C2N3ON-r3-20260910095949,CDC,C2N3ON,3,none,27003,0,0,27003,0,0,1000000.0,,0.0,0.0,,,,,27003,0,108.90578349999984,266.01802502,9001,50.0024235168075,1752672932,1922535,37696,3885926,8337,198631985,64906.6
CDC-C2N4OFF-r3-20260910100651,CDC,C2N4OFF,3,none,27003,0,0,27003,0,0,1000000.0,,0.0,0.0,,,,,27003,0,275.72310179999994,535.228126,9001,49.183986382013124,3230593668,3027891,32442,6224529,3619,473883056,119638.3
CDC-C2N4ON-r3-20260910101202,CDC,C2N4ON,3,none,26793,7934,7934,18859,0,0,703877.88,,0.0,0.0,5943,11669,13712,14010,26793,0,365.7826923999997,1203.167472399999,8931,49.59612318260238,3162837808,2966836,32135,6091087,4822,568546068,118047.2
CDC-C2NARROW-r1-20260910101801,CDC,C2NARROW,1,none,26517,26517,26517,0,0,0,0.0,113.13,0.0,0.0,8274,19638,21802,23658,26517,0,1904.432031799999,2740.23926388,8839,48.178969648102544,3981942312,2764657,31533,5820354,8159,960448427,150165.6
CDC-C2WIDE-r1-20260910102322,CDC,C2WIDE,1,none,13355,13355,13355,0,0,0,0.0,224.63,0.0,0.0,19625,51463,56074,57253,13360,0.00037425149700598805,22591.920972049993,29198.11527430996,4449,21.27476790938728,1878955972,1311768,15757,2770533,4769,2205166560,140693.1
CDC-C2NARROW-r2-20260910102916,CDC,C2NARROW,2,none,26205,26205,26205,0,0,0,0.0,114.48,0.0,0.0,6226,10814,14149,17107,26205,0,2793.1496308,4698.662799599985,8735,48.50776824360896,3491598860,2447862,30607,5151089,7276,1460092869,133241.7
CDC-C2WIDE-r2-20260910103441,CDC,C2WIDE,2,none,26511,64,64,26447,0,0,997585.91,,0.0,0.0,5174,5476,5686,5686,26511,0,1976.156601,3292.2735970000003,8837,49.09102194330393,3859659176,2685760,31285,5653286,3860,979666708,145587.1
CDC-C2NARROW-r3-20260910104027,CDC,C2NARROW,3,none,26508,16805,16805,9703,0,0,366040.44,,0.0,0.0,5975,13012,14405,14764,26508,0,1832.4044887999983,2791.7612080100025,8836,48.92308080774365,3952342632,2745425,31454,5780663,6482,1026968568,149100.0
CDC-C2WIDE-r3-20260910104618,CDC,C2WIDE,3,none,21738,21738,21738,0,0,0,0.0,138.01,0.0,0.0,9018,21210,21501,25582,21738,0,11496.07072715,14522.15876682,7246,37.768190846145686,1574978500,1188272,23705,2485188,5691,1978775104,72452.8
