user commits,1448306
user rollbacks,61282
session logical reads,318185564
CPU used by this session,318686
DB time,5462154
db block changes,61122136
physical writes,1525089
redo entries,33751704
redo size,12434077648
execute count,17758642
wait_buffer_busy_waits,25793394
wait_log_file_parallel_write,1201333430
wait_log_file_sync,2401754950
wait_db_file_sequential_read,55652195
