user commits,2336799
user rollbacks,103490
session logical reads,635328409
CPU used by this session,446741
DB time,6535381
db block changes,109571452
physical writes,2792946
redo entries,60301306
redo size,22052552668
execute count,29208845
wait_buffer_busy_waits,32583800
wait_log_file_parallel_write,1811752767
wait_log_file_sync,3190440757
wait_db_file_sequential_read,60008103
