user commits,2180582
user rollbacks,91573
session logical reads,546233422
CPU used by this session,416880
DB time,6380143
db block changes,96172017
physical writes,2448174
redo entries,53085276
redo size,19447937376
execute count,26003755
wait_buffer_busy_waits,31742487
wait_log_file_parallel_write,1701612633
wait_log_file_sync,3077217446
wait_db_file_sequential_read,59309870
