user commits,10977
user rollbacks,503
session logical reads,2923130
CPU used by this session,7655
DB time,18246
db block changes,2116428
physical writes,241447
redo entries,1009969
redo size,1446667272
execute count,152259
wait_buffer_busy_waits,321774
wait_log_file_parallel_write,19537276
wait_log_file_sync,45242852
wait_db_file_sequential_read,4111500
