user commits,156509
user rollbacks,12244
session logical reads,57098384
CPU used by this session,119605
DB time,608761
db block changes,26338831
physical writes,2055257
redo entries,13208960
redo size,12453171536
execute count,3519801
wait_buffer_busy_waits,2922828
wait_log_file_parallel_write,158445896
wait_log_file_sync,206676450
wait_db_file_sequential_read,15063516
